ID,title,description,streetaddress,city,state,amenityfeatures,type,unclearaddress,Year,notes,dateadded,lastmodified,full.address,lon,lat,geoAddress,status
CO001,Chisholm Saloon,(Disco),404 S. Galena,Aspen,CO,"(M),(HIP),(YC),(D),(*)",Bars/Clubs,,1980,NA,3/30/2020 3:32pm,7/23/2020 7:26pm,"404 S. Galena, Aspen, CO",-106.8187192,39.1877604,"404 s galena st, aspen, co 81611, usa",Geocoded
CO002,Bunk House,(Ski resort guest house) (303) 453-6475,,Breckenridge,CO,"(H),(W),(YC),(*)",Hotels,checked,1980,NA,3/30/2020 3:34pm,7/23/2020 7:26pm,", Breckenridge, CO",-106.0383518,39.4816537,"breckenridge, co 80424, usa",Geocoded
CO003,Bunk House,(Ski resort guest house) (303) 453-6475,,Breckenridge,CO,"(H),(W),(YC),(*)",Hotels,checked,1980,NA,3/30/2020 3:34pm,4/2/2020 12:45am,", CO",-106.046361,39.52572,unclear_coded_by_hand,Found
CO004,Cellar Baths,(Below Hide & Seek),512 W. Colorado,Colorado Springs,CO,,Baths,,1980,NA,3/30/2020 3:35pm,7/23/2020 7:26pm,"512 W. Colorado, Colorado Springs, CO",-104.8349175,38.8328865,"512 w colorado ave, colorado springs, co 80905, usa",Geocoded
CO005,Exit,,2028 Sheldon Ave.,Colorado Springs,CO,"(WE),(*)",Bars/Clubs,,1980,NA,4/1/2020 2:43pm,7/23/2020 7:26pm,"2028 Sheldon Ave., Colorado Springs, CO",-104.8579498,38.8420807,"2028 sheldon ave, colorado springs, co 80904, usa",Geocoded
CO006,Denny's,,I-25 at Bijou,Colorado Springs,CO,"(M),(R),(C),(AH)",Restaurant,checked,1980,NA,4/1/2020 2:44pm,4/9/2020 1:28am,"I-25 at Bijou, CO",-104.860657,38.849248,unclear_coded_by_hand,Found
CO007,Denny's ,,I-25 at Bijou,Colorado Springs,CO,"(M),(R),(C),(AH)",Restaurant,checked,1980,NA,4/1/2020 2:44pm,7/23/2020 7:26pm,"I-25 at Bijou, Colorado Springs, CO",-104.8606574,38.8492482,"w bijou st & 25th st, colorado springs, co 80904, usa",Geocoded
CO008,Hide & Seek Complex,(2 bars) (Disco),512 W. Colorado,Colorado Springs,CO,"(*),(R),(PT),(YC),(D)","Bars/Clubs,Restaurant",,1980,NA,4/1/2020 2:45pm,7/23/2020 7:26pm,"512 W. Colorado, Colorado Springs, CO",-104.8349175,38.8328865,"512 w colorado ave, colorado springs, co 80905, usa",Geocoded
CO009,Monarch Magazines,(Books) (Looking better),,Colorado Springs,CO,,Book Store,,1980,NA,4/1/2020 2:46pm,7/23/2020 7:26pm,", Colorado Springs, CO",-104.8213634,38.8338816,"colorado springs, co, usa",Geocoded
CO010,"New Box Car, Ltd.",(Disco) (Looking better),5939 N. Nevada,Colorado Springs,CO,(D),Bars/Clubs,,1980,NA,4/1/2020 2:46pm,7/23/2020 7:26pm,"5939 N. Nevada, Colorado Springs, CO",-104.8142891,38.9179472,"5939 n nevada ave, colorado springs, co 80918, usa",Geocoded
CO011,The Place in the Back,(Many L) (Occ. S) (Looks promising),1710 La Crede,Colorado Springs,CO,"(L),(S),(PT),(D)",Bars/Clubs,,1980,NA,4/1/2020 2:47pm,7/23/2020 7:26pm,"1710 La Crede, Colorado Springs, CO",-104.821363,38.833882,,General Coordinates Used
CO012,Acacia Park,,,Colorado Springs,CO,Cruisy Area,Cruising Areas,checked,1980,NA,4/1/2020 2:48pm,7/23/2020 7:26pm,", Colorado Springs, CO",-104.8213634,38.8338816,"colorado springs, co, usa",Geocoded
CO013,Acacia Park,,,Colorado Springs,CO,Cruisy Area,Cruising Areas,checked,1980,NA,4/1/2020 2:48pm,4/2/2020 12:45am,", CO",-104.822445,38.837355,unclear_coded_by_hand,Found
CO014,Buffalo Park,Manitou Springs,,Colorado Springs,CO,Cruisy Area,Cruising Areas,checked,1980,NA,4/1/2020 2:48pm,7/23/2020 7:26pm,", Colorado Springs, CO",-104.8213634,38.8338816,"colorado springs, co, usa",Geocoded
CO015,Buffalo Park,Manitou Springs,,Colorado Springs,CO,Cruisy Area,Cruising Areas,checked,1980,NA,4/1/2020 2:48pm,4/2/2020 12:45am,", CO",-104.912818,38.857558,unclear_coded_by_hand,General Coordinates Used
CO016,Act III,(Male Movies),3480 W. Colfax,Denver,CO,,Theatre,,1980,NA,4/1/2020 2:48pm,7/23/2020 7:26pm,"3480 W. Colfax, Denver, CO",-105.0331139,39.7401612,"3480 w colfax ave, denver, co 80204, usa",Geocoded
CO017,Alfie's,(Humpy jocks) (Cruisy) (Disco),3240 Larimer betw. 32nd & 33rd Sts.,Denver,CO,"(*),(YC),(D),(R)","Restaurant,Bars/Clubs",,1980,NA,4/1/2020 2:49pm,7/23/2020 7:26pm,"3240 Larimer betw. 32nd & 33rd Sts., Denver, CO",-105.5943388,40.6955572,"larimer county, co, usa",Geocoded
CO018,Alicia's ,(Mexican R),278 S. Downing ,Denver,CO,"(R),(M)",Restaurant,,1980,NA,4/1/2020 2:50pm,7/23/2020 7:26pm,"278 S. Downing , Denver, CO",-104.9732373,39.7115264,"278 s downing st, denver, co 80209, usa",Geocoded
CO019,Apartment ,(Hip) ('Teenie-boppers) (3.2 beer only - closes 12 midnight) (May be closing),1999 Lincoln,Denver,CO,(D),Bars/Clubs,,1980,NA,4/1/2020 2:51pm,7/23/2020 7:26pm,"1999 Lincoln, Denver, CO",-104.9861307,39.747516,"1999 lincoln st, denver, co 80202, usa",Geocoded
CO020,Bachelor Flats,,201 N. Broadway,Denver,CO,,Bars/Clubs,,1980,NA,4/1/2020 2:51pm,7/23/2020 7:26pm,"201 N. Broadway, Denver, CO",-104.9879975,39.7196017,"201 n broadway, denver, co 80203, usa",Geocoded
CO021,Ball Park Health Club  ,"(Baths) (Some W, SM, YC, FFA) (Use rear entrance thru alley off Bayaud)",107 S. Broadway at Bayaud ,Denver,CO,"(*),(W),(SM),(YC),(FFA)",Baths,,1980,NA,4/1/2020 2:51pm,7/23/2020 7:26pm,"107 S. Broadway at Bayaud , Denver, CO",-104.9879527,39.7145318,"107 s broadway, denver, co 80209, usa",Geocoded
CO022,B.J.'s Carousel,(Cruisy) (Lunch & Dinner),1380 S. Broadway,Denver,CO,"(*),(R),(E),(PT)","Restaurant,Cruising Areas",,1980,NA,4/1/2020 2:52pm,7/23/2020 7:26pm,"1380 S. Broadway, Denver, CO",-104.987101,39.6914491,"1380 s broadway, denver, co 80210, usa",Geocoded
CO023,Broadway Cabaret,(Disco-D in rear),1260 Broadway,Denver,CO,"(M),(YC),(R),(PT),(*)","Restaurant,Bars/Clubs",,1980,NA,4/1/2020 2:54pm,7/23/2020 7:26pm,"1260 Broadway, Denver, CO",-104.987365,39.6937018,"1260 broadway, denver, co 80210, usa",Geocoded
CO024,Christi's ,(Looks promising),1416 Stolt St.,Denver,CO,(S),Bars/Clubs,,1980,NA,4/1/2020 2:54pm,7/23/2020 7:26pm,"1416 Stolt St., Denver, CO",-105.009853,39.755622,"1416 platte st, denver, co 80202, usa",Geocoded
CO025,Court Jester,,1617 Court Pl.,Denver,CO,(*),Bars/Clubs,,1980,NA,4/1/2020 2:55pm,7/23/2020 7:26pm,"1617 Court Pl., Denver, CO",-104.9882761,39.742858,"1617 court pl, denver, co 80202, usa",Geocoded
CO026,Crypt ,"(Books, toys, erotica-'peep shows') ",2222 N. Broadway,Denver,CO,(*),Book Store,,1980,NA,4/1/2020 3:09pm,7/23/2020 7:26pm,"2222 N. Broadway, Denver, CO",-104.987165,39.7533593,"2222 n broadway, denver, co 80205, usa",Geocoded
CO027,David's ,(Promising looking little disco),314 E. 13th St.,Denver,CO,(D),Bars/Clubs,,1980,NA,4/1/2020 3:10pm,7/23/2020 7:26pm,"314 E. 13th St., Denver, CO",-104.9831572,39.7367895,"314 e 13th ave, denver, co 80203, usa",Geocoded
CO028,Den,"(Some W, OC)",510 W. Colfax,Denver,CO,"(*),(R),(PT),(W),(OC)",Restaurant,,1980,NA,4/1/2020 3:53pm,7/23/2020 7:26pm,"510 W. Colfax, Denver, CO",-104.9945199,39.7392661,"510 w colfax ave, denver, co 80204, usa",Geocoded
CO029,Denver Book Barter,,919 E. Colfax,Denver,CO,,Book Store,,1980,NA,4/1/2020 3:54pm,7/23/2020 7:26pm,"919 E. Colfax, Denver, CO",-104.9755079,39.7402087,"919 e colfax ave, denver, co 80218, usa",Geocoded
CO030,Denver Book Fair,,416 15th St.,Denver,CO,(M),Book Store,,1980,NA,4/1/2020 3:54pm,7/23/2020 7:26pm,"416 15th St., Denver, CO",-104.9911856,39.7425704,"416 15th st, denver, co 80202, usa",Geocoded
CO031,Door ,"(Some RT, OC)",1512 Broadway,Denver,CO,"(D),(PT),(RT),(OC),(B)",Bars/Clubs,,1980,NA,4/1/2020 3:54pm,7/23/2020 7:26pm,"1512 Broadway, Denver, CO",-104.9871219,39.740535,"1512 broadway, denver, co 80202, usa",Geocoded
CO032,Empire Baths,(Looking 'up' with new management),6923 E. Colfax,Denver,CO,,Baths,,1980,NA,4/1/2020 3:55pm,7/23/2020 7:26pm,"6923 E. Colfax, Denver, CO",-104.9074492,39.7404134,"6923 e colfax ave, denver, co 80220, usa",Geocoded
CO033,Empress Theatre,(All male),139 Broadway,Denver,CO,,Theatre,,1980,NA,4/1/2020 3:55pm,7/23/2020 7:26pm,"139 Broadway, Denver, CO",-104.9878105,39.7190035,"139 broadway, denver, co 80203, usa",Geocoded
CO034,Fox Hole,(Lunch) (Patio-wild Sunday afternoons),"2936 Fox, off 20th St. Viaduct ",Denver,CO,"(W),(SM),(*)",Bars/Clubs,,1980,NA,4/1/2020 3:56pm,7/23/2020 7:26pm,"2936 Fox, off 20th St. Viaduct , Denver, CO",-104.991186,39.752071,"1123 20th st, denver, co 80202, usa",Geocoded
CO035,Galaxie Theatre & Book Store,,633 E. Colfax,Denver,CO,(*),"Book Store,Theatre",,1980,NA,4/1/2020 3:56pm,7/23/2020 7:26pm,"633 E. Colfax, Denver, CO",-104.9788853,39.7402371,"633 e colfax ave, denver, co 80203, usa",Geocoded
CO036,Gentlemen's Quarters Club Baths of Denver,,1359 Court Place,Denver,CO,(*),Baths,,1980,NA,4/1/2020 3:57pm,7/23/2020 7:26pm,"1359 Court Place, Denver, CO",-104.9918709,39.7404382,"1359 court pl, denver, co 80204, usa",Geocoded
CO037,Globe International ,(Disco),4503 Logan,Denver,CO,"(D),(*),(YC),(L)",Bars/Clubs,,1980,NA,4/1/2020 3:58pm,7/23/2020 7:26pm,"4503 Logan, Denver, CO",-104.9825436,39.7785389,"4503 logan st, denver, co 80216, usa",Geocoded
CO038,Green Earth Natural Foods,,1014 S. Gaylord,Denver,CO,,Business,,1980,NA,4/1/2020 3:59pm,7/23/2020 7:26pm,"1014 S. Gaylord, Denver, CO",-104.9615828,39.698102,"1014 s gaylord st, denver, co 80209, usa",Geocoded
CO039,Grist Mill,,8th & Speer,Denver,CO,"(M),(R),(C),(AH)",Restaurant,checked,1980,NA,4/1/2020 3:59pm,7/23/2020 7:26pm,"8th & Speer, Denver, CO",-104.989894,39.729055,unclear_coded_by_hand,Found
CO040,Grist Mill,,8th & Speer,Denver,CO,"(M),(R),(C),(AH)",Restaurant,checked,1980,NA,4/1/2020 3:59pm,4/9/2020 1:28am,"8th & Speer, CO",-104.989894,39.729055,unclear_coded_by_hand,Found
CO041,Haberdashery,(Men's clothing),1245 E. Colfax,Denver,CO,,Business,,1980,NA,4/1/2020 4:04pm,7/23/2020 7:26pm,"1245 E. Colfax, Denver, CO",-104.9711492,39.7403289,"1245 e colfax ave, denver, co 80218, usa",Geocoded
CO042,Highland Health Studio ,(Gym) (Tues. - Thur. & Sat. only),3124 W. 34th Ave.,Denver,CO,,Business,,1980,NA,4/1/2020 4:05pm,7/23/2020 7:26pm,"3124 W. 34th Ave., Denver, CO",-105.0282772,39.7644369,"3124 w 34th ave, denver, co 80211, usa",Geocoded
CO043,Kitty's Book Store,,735 E. Colfax,Denver,CO,(M),Book Store,,1980,NA,4/2/2020 12:09am,7/23/2020 7:26pm,"735 E. Colfax, Denver, CO",-104.9780538,39.7402077,"735 e colfax ave, denver, co 80203, usa",Geocoded
CO044,Lake Steam Baths,,3540 W. Colfax,Denver,CO,(M),Baths,,1980,NA,4/2/2020 12:09am,7/23/2020 7:26pm,"3540 W. Colfax, Denver, CO",-105.0341441,39.7401412,"3540 w colfax ave, denver, co 80204, usa",Geocoded
CO045,Man to Man,(Escorts) (303) 831-1104,,Denver,CO,,Business,checked,1980,NA,4/2/2020 12:10am,7/23/2020 7:26pm,", Denver, CO",-104.990251,39.7392358,"denver, co, usa",Geocoded
CO046,Man to Man,(Escorts) (303) 831-1104,,Denver,CO,,Business,checked,1980,NA,4/2/2020 12:10am,4/2/2020 12:45am,", CO",-104.990251,39.739236,unclear_coded_by_hand,General Coordinates Used
CO047,Matty's Spartan Theatre,,139 S. Broadway ,Denver,CO,,Theatre,,1980,NA,4/2/2020 12:10am,7/23/2020 7:26pm,"139 S. Broadway , Denver, CO",-104.9875392,39.713895,"139 s broadway, denver, co 80209, usa",Geocoded
CO048,M.C.C.,,1400 Lafayette,Denver,CO,M.C.C.,Church,,1980,NA,4/2/2020 12:11am,7/23/2020 7:26pm,"1400 Lafayette, Denver, CO",-104.9703734,39.7387375,"1400 n lafayette st, denver, co 80218, usa",Geocoded
CO049,1942 Club,"(Some W, SM, YC, PT in front - Disco - D in back - 3 bars) (Cruisy) ",1942 Broadway,Denver,CO,"(W),(SM),(YC),(PT),(*),(D),(C),(AH),(WE)","Bars/Clubs,Restaurant,Cruising Areas",,1980,NA,4/2/2020 12:11am,7/23/2020 7:26pm,"1942 Broadway, Denver, CO",-104.9873665,39.6813011,"1942 broadway, denver, co 80210, usa",Geocoded
CO050,SIR ,(Models & Escorts) (303) 837-0983 ,,Denver,CO,,Business,,1980,NA,4/2/2020 12:12am,7/23/2020 7:26pm,", Denver, CO",-104.990251,39.7392358,"denver, co, usa",Geocoded
CO051,Southtown Cattle Co.,"(Teenie-boppers) (On again, off again)",105 N. Broadway,Denver,CO,,Bars/Clubs,,1980,NA,4/2/2020 12:25am,7/23/2020 7:26pm,"105 N. Broadway, Denver, CO",-104.9876919,39.7186363,"105 n broadway, denver, co 80203, usa",Geocoded
CO052,Southtown Lumber Co.,(Cruisy) (Snacks) ,255 S. Broadway,Denver,CO,"(*),(W),(YC),(R)","Cruising Areas,Restaurant",,1980,NA,4/2/2020 12:27am,7/23/2020 7:26pm,"255 S. Broadway, Denver, CO",-104.9877857,39.7119276,"255 s broadway, denver, co 80223, usa",Geocoded
CO053,The Kitchen,,Colfax at Race,Denver,CO,"(R),(M)",Restaurant,,1980,NA,4/2/2020 12:29am,7/23/2020 7:26pm,"Colfax at Race, Denver, CO",-104.963461,39.7400105,"race st & e colfax ave, denver, co 80206, usa",Geocoded
CO054,Three Sisters,(Disco),3358 Mariposa,Denver,CO,"(L),(D),(*)",Bars/Clubs,,1980,NA,4/2/2020 12:37am,7/23/2020 7:26pm,"3358 Mariposa, Denver, CO",-105.0027349,39.7642829,"3358 mariposa st, denver, co 80211, usa",Geocoded
CO055,Triangle,(Cruisy john) (Don's Alley - 'wild' downstairs room),2036 Broadway,Denver,CO,"(SM),(W),(FFA),(PT),(*)","Bars/Clubs,Cruising Areas",,1980,NA,4/2/2020 12:38am,7/23/2020 7:26pm,"2036 Broadway, Denver, CO",-104.9871126,39.7499418,"2036 broadway, denver, co 80205, usa",Geocoded
CO056,Two Guys Saloon,,1540 Cleveland Pl.,Denver,CO,"(RT),(B)",Bars/Clubs,,1980,NA,4/2/2020 12:38am,7/23/2020 7:26pm,"1540 Cleveland Pl., Denver, CO",-104.987977,39.741311,"1540 cleveland pl, denver, co 80202, usa",Geocoded
CO057,Velvet Hammer,,3759 Chestnut Pl.,Denver,CO,(L),Bars/Clubs,,1980,NA,4/2/2020 12:40am,7/23/2020 7:26pm,"3759 Chestnut Pl., Denver, CO",-104.9776074,39.7742626,"3759 chestnut pl, denver, co 80216, usa",Geocoded
CO058,White Spot,,740 W. Colfax,Denver,CO,"(M),(R),(C)",Restaurant,,1980,NA,4/2/2020 12:40am,7/23/2020 7:26pm,"740 W. Colfax, Denver, CO",-104.9974398,39.7397837,"740 w colfax ave, denver, co 80204, usa",Geocoded
CO059,Zuni Club Baths,,2935 Zuni ,Denver,CO,(*),Baths,,1980,NA,4/2/2020 12:41am,7/23/2020 7:26pm,"2935 Zuni , Denver, CO",-105.0160648,39.7592192,"2935 zuni st, denver, co 80211, usa",Geocoded
CO060,Cheesman Park,,,Denver,CO,Cruisy Area,Cruising Areas,checked,1980,NA,4/2/2020 12:41am,7/23/2020 7:26pm,", Denver, CO",-104.990251,39.7392358,"denver, co, usa",Geocoded
CO061,Cheesman Park,,,Denver,CO,Cruisy Area,Cruising Areas,checked,1980,NA,4/2/2020 12:41am,4/2/2020 12:45am,", CO",-104.964417,39.733468,unclear_coded_by_hand,Found
CO062,City Park - E. end of Colorado,,,Denver,CO,Cruisy Area,Cruising Areas,checked,1980,NA,4/2/2020 12:41am,4/2/2020 12:45am,", CO",-104.940835,39.747635,unclear_coded_by_hand,Found
CO063,City Park - E. end of Colorado ,,,Denver,CO,Cruisy Area,Cruising Areas,checked,1980,NA,4/2/2020 12:41am,7/23/2020 7:26pm,", Denver, CO",-104.990251,39.7392358,"denver, co, usa",Geocoded
CO064,Odyssey,(Disco) Inquire locally,,East Alamosa,CO,"(YC),(D)",Bars/Clubs,checked,1980,NA,4/2/2020 12:41am,7/23/2020 7:26pm,", East Alamosa, CO",-105.8466437,37.4762327,"alamosa east, co 81101, usa",Geocoded
CO065,Odyssey,(Disco) Inquire locally,,East Alamosa,CO,"(YC),(D)",Bars/Clubs,checked,1980,NA,4/2/2020 12:41am,4/2/2020 12:45am,", CO",-105.870021,37.469449,unclear_coded_by_hand,General Coordinates Used
CO066,Adult Books,,754 North Ave.,Grand Junction,CO,Cruisy Area,Cruising Areas,,1980,NA,4/2/2020 12:42am,7/23/2020 7:26pm,"754 North Ave., Grand Junction, CO",-108.5596045,39.0776459,"754 north ave, grand junction, co 81501, usa",Geocoded
CO067,Hawthrone & Lincoln Parks,(Cl. 12 midnight),,Grand Junction,CO,Cruisy Area,Cruising Areas,checked,1980,NA,4/2/2020 12:43am,7/23/2020 7:26pm,", Grand Junction, CO",-108.5506486,39.0638705,"grand junction, co, usa",Geocoded
CO068,Hawthrone & Lincoln Parks,(Cl. 12 midnight),,Grand Junction,CO,Cruisy Area,Cruising Areas,checked,1980,NA,4/2/2020 12:43am,4/2/2020 12:45am,", CO",-108.544832,39.075019,unclear_coded_by_hand,Found
CO069,Island Grove Park,nr. T-Rooms,,Greeley,CO,Cruisy Area,Cruising Areas,checked,1980,NA,4/2/2020 12:43am,7/23/2020 7:26pm,", Greeley, CO",-104.7091322,40.4233142,"greeley, co, usa",Geocoded
CO070,Island Grove Park,nr. T-Rooms,,Greeley,CO,Cruisy Area,Cruising Areas,checked,1980,NA,4/2/2020 12:43am,4/2/2020 12:45am,", CO",-104.702579,40.438617,unclear_coded_by_hand,Found
CO071,U. of N. Colorado,Top floor T-Rooms,,Greeley,CO,Cruisy Area,Cruising Areas,checked,1980,NA,4/2/2020 12:43am,7/23/2020 7:26pm,", Greeley, CO",-104.7091322,40.4233142,"greeley, co, usa",Geocoded
CO072,U. of N. Colorado,Top floor T-Rooms,,Greeley,CO,Cruisy Area,Cruising Areas,checked,1980,NA,4/2/2020 12:43am,4/2/2020 12:45am,", CO",-104.700231,40.40328,unclear_coded_by_hand,Found
CO073,Turquoise Club,(Disco) (Opens 6pm),,Pueblo,CO,"(D),(*),(WE)",Bars/Clubs,,1980,NA,4/2/2020 12:44am,7/23/2020 7:26pm,", Pueblo, CO",-104.6091409,38.2544472,"pueblo, co, usa",Geocoded
CO074,Las Vegas Cinema,,,Pueblo,CO,Cruisy Area,Cruising Areas,checked,1980,NA,4/2/2020 12:44am,7/23/2020 7:26pm,", Pueblo, CO",-104.6091409,38.2544472,"pueblo, co, usa",Geocoded
CO075,Las Vegas Cinema,,,Pueblo,CO,Cruisy Area,Cruising Areas,checked,1980,NA,4/2/2020 12:44am,4/2/2020 12:45am,", CO",-104.609141,38.254447,unclear_coded_by_hand,General Coordinates Used
CO076,Mineral Palace Park,T-Rooms,,Pueblo,CO,Cruisy Area,Cruising Areas,checked,1980,NA,4/2/2020 12:44am,7/23/2020 7:26pm,", Pueblo, CO",-104.6091409,38.2544472,"pueblo, co, usa",Geocoded
CO077,Mineral Palace Park,T-Rooms,,Pueblo,CO,Cruisy Area,Cruising Areas,checked,1980,NA,4/2/2020 12:44am,4/2/2020 12:45am,", CO",-104.607067,38.28112,unclear_coded_by_hand,Found
CO078,Pueblo Mall,T-Rooms,,Pueblo,CO,Cruisy Area,Cruising Areas,checked,1980,NA,4/2/2020 12:45am,7/23/2020 7:26pm,", Pueblo, CO",-104.6091409,38.2544472,"pueblo, co, usa",Geocoded
CO079,Pueblo Mall,T-Rooms,,Pueblo,CO,Cruisy Area,Cruising Areas,checked,1980,NA,4/2/2020 12:45am,4/2/2020 12:45am,", CO",-104.608073,38.302551,unclear_coded_by_hand,Found
CO080,Slope,Top of Bridge St.,,Vail,CO,"(M),(YC)",Bars/Clubs,,1980,NA,4/2/2020 12:45am,7/23/2020 7:26pm,"Vail, CO",-106.374195,39.640264,"Vail, CO",Found
CO081,Jerry's Place,,404 S. Galena,Aspen,CO,"(M),(*),(HIP),(YC)",Bars/Clubs,,1979,NA,4/2/2020 12:45am,7/23/2020 7:26pm,"404 S. Galena, Aspen, CO",-106.8187192,39.1877604,"404 s galena st, aspen, co 81611, usa",Geocoded
CO082,Bunk House,(Ski resort - guest house) (303) 453-6475 ,,Breckenridge,CO,"(H),(*),(W),(YC)",Hotels,,1979,NA,4/2/2020 2:17am,7/23/2020 7:26pm,", Breckenridge, CO",-106.0383518,39.4816537,"breckenridge, co 80424, usa",Geocoded
CO083,Cellar Baths,(Below Hide & Seek - looks promising),512 W. Colorado,Colorado Springs,CO,,Baths,,1979,NA,4/2/2020 2:19am,7/23/2020 7:26pm,"512 W. Colorado, Colorado Springs, CO",-104.8349175,38.8328865,"512 w colorado ave, colorado springs, co 80905, usa",Geocoded
CO084,Denny's,,I-25 at Bijou,Colorado Springs,CO,"(M),(R),(C),(AH)",Restaurant,checked,1979,NA,4/2/2020 2:20am,7/23/2020 7:26pm,"I-25 at Bijou, Colorado Springs, CO",-104.8606574,38.8492482,"w bijou st & 25th st, colorado springs, co 80904, usa",Geocoded
CO085,Denny's,,I-25 at Bijou,Colorado Springs,CO,"(M),(R),(C),(AH)",Restaurant,checked,1979,NA,4/2/2020 2:20am,4/9/2020 1:28am,"I-25 at Bijou, CO",-104.860657,38.849248,unclear_coded_by_hand,Found
CO086,Exit ,(Western night on Thur.),2028 Sheldon Ave.,Colorado Springs,CO,"(WE),(*)",Bars/Clubs,,1979,NA,4/2/2020 2:20am,7/23/2020 7:26pm,"2028 Sheldon Ave., Colorado Springs, CO",-104.8579498,38.8420807,"2028 sheldon ave, colorado springs, co 80904, usa",Geocoded
CO087,Hide & Seek Complex,(2 bars) (Disco),512 W. Colorado,Colorado Springs,CO,"(*),(R),(PT),(YC),(D)",Restaurant,,1979,NA,4/2/2020 2:21am,7/23/2020 7:26pm,"512 W. Colorado, Colorado Springs, CO",-104.8349175,38.8328865,"512 w colorado ave, colorado springs, co 80905, usa",Geocoded
CO088,Monarch Magazines,(Books),232 N. Tejon,Colorado Springs,CO,,Book Store,,1979,NA,4/2/2020 2:21am,7/23/2020 7:26pm,"232 N. Tejon, Colorado Springs, CO",-104.8236923,38.8378638,"232 n tejon st, colorado springs, co 80903, usa",Geocoded
CO089,"New Box Car, Ltd.",(Disco),5939 N. Nevada,Colorado Springs,CO,"(D),(WE),(*)",Bars/Clubs,,1979,NA,4/2/2020 2:22am,7/23/2020 7:26pm,"5939 N. Nevada, Colorado Springs, CO",-104.8142891,38.9179472,"5939 n nevada ave, colorado springs, co 80918, usa",Geocoded
CO090,Acacia Park,,,Colorado Springs,CO,Cruisy Area,Cruising Areas,checked,1979,NA,4/2/2020 2:23am,7/23/2020 7:26pm,", Colorado Springs, CO",-104.8213634,38.8338816,"colorado springs, co, usa",Geocoded
CO091,Acacia Park,,,Colorado Springs,CO,Cruisy Area,Cruising Areas,checked,1979,NA,4/2/2020 2:23am,4/2/2020 3:11am,", CO",-104.822445,38.837355,unclear_coded_by_hand,Found
CO092,Buffalo Park,Manitou Springs,,Colorado Springs,CO,Cruisy Area,Cruising Areas,checked,1979,NA,4/2/2020 2:23am,7/23/2020 7:26pm,", Colorado Springs, CO",-104.8213634,38.8338816,"colorado springs, co, usa",Geocoded
CO093,Buffalo Park,Manitou Springs,,Colorado Springs,CO,Cruisy Area,Cruising Areas,checked,1979,NA,4/2/2020 2:23am,4/2/2020 3:11am,", CO",-104.912818,38.857558,unclear_coded_by_hand,General Coordinates Used
CO094,Alicia's,(Mexican R),278 S. Downing ,Denver,CO,"(R),(M),(*)",Restaurant,,1979,NA,4/2/2020 2:23am,7/23/2020 7:26pm,"278 S. Downing , Denver, CO",-104.9732373,39.7115264,"278 s downing st, denver, co 80209, usa",Geocoded
CO095,Apartment ,('Teenie-boppers) (3.2 beer only - closes 12 midnight),1999 Lincoln,Denver,CO,"(HIP),(*),(D)",Bars/Clubs,,1979,NA,4/2/2020 2:24am,7/23/2020 7:26pm,"1999 Lincoln, Denver, CO",-104.9861307,39.747516,"1999 lincoln st, denver, co 80202, usa",Geocoded
CO096,Back Door III,(Use rear entrance),1512 Broadway,Denver,CO,(S),,,1979,NA,4/2/2020 2:25am,7/23/2020 7:26pm,"1512 Broadway, Denver, CO",-104.9871219,39.740535,"1512 broadway, denver, co 80202, usa",Geocoded
CO097,Ball Park Health Club,"(Baths) (Some W, SM, YC, FFA) (Use rear entrance thru alley off Bayaud) ",107 S. Broadway at Bayaud,Denver,CO,"(*),(W),(SM),(YC),(FFA)",Baths,,1979,NA,4/2/2020 2:47am,7/23/2020 7:26pm,"107 S. Broadway at Bayaud, Denver, CO",-104.9879527,39.7145318,"107 s broadway, denver, co 80209, usa",Geocoded
CO098,Bob's 4444 Club,(Disco) (Could go up or down),4444 Leetsdale,Denver,CO,"(YC),(D),(S)",Bars/Clubs,,1979,NA,4/2/2020 2:48am,7/23/2020 7:26pm,"4444 Leetsdale, Denver, CO",-104.9361019,39.7099495,"4444 leetsdale dr, denver, co 80246, usa",Geocoded
CO099,Bond Liquor Store,,622 E. 17th St.,Denver,CO,(M),Business,,1979,NA,4/2/2020 2:49am,7/23/2020 7:26pm,"622 E. 17th St., Denver, CO",-104.9905143,39.745791,"622 17th st, denver, co 80202, usa",Geocoded
CO100,Broadway Cabaret ,,1260 Broadway,Denver,CO,"(M),(YC),(R),(PT),(*),(D)",Restaurant,,1979,NA,4/2/2020 2:51am,7/23/2020 7:26pm,"1260 Broadway, Denver, CO",-104.987365,39.6937018,"1260 broadway, denver, co 80210, usa",Geocoded
CO101,Climax International Pub,(Opens 6 a.m.),1339 17th at Market,Denver,CO,(RT),Bars/Clubs,,1979,NA,4/2/2020 2:52am,7/23/2020 7:26pm,"1339 17th at Market, Denver, CO",-104.9969334,39.7511418,"1339 17th st, denver, co 80202, usa",Geocoded
CO102,Court Jester,,1617 Court Pl.,Denver,CO,(*),Bars/Clubs,,1979,NA,4/2/2020 2:53am,7/23/2020 7:26pm,"1617 Court Pl., Denver, CO",-104.9882761,39.742858,"1617 court pl, denver, co 80202, usa",Geocoded
CO103,Cruise Model ,Escort Tel: (303) 777-8100,,Denver,CO,,Business,,1979,NA,4/2/2020 2:54am,7/23/2020 7:26pm,", Denver, CO",-104.990251,39.7392358,"denver, co, usa",Geocoded
