ID,title,description,streetaddress,city,Year,notes,full.address,lat,lon,geoAddress,status
113,Lillian's,Closed Sunday and Monday,1149 N. La Brea Ave.,Los Angeles,1974,,"1149 N. La Brea Ave., Los Angeles , CA",34.1029596,-118.3458276,"1149 n la brea ave, los angeles, ca 90046, usa",Geocoded
74,Lillian's,,1149 N. La Brea,Los Angeles,1971,,"1149 N. La Brea, Los Angeles , CA",34.1029596,-118.3458276,"1149 n la brea ave, los angeles, ca 90046, usa",Geocoded
51,Lillian's,,1149 N. La Brea,Los Angeles,1970,,"1149 N. La Brea, Los Angeles , CA",34.1029596,-118.3458276,"1149 n la brea ave, los angeles, ca 90046, usa",Geocoded
158,Lillian's ,,8228 Santa Monica Blvd.,Hollywood,1977,,"8228 Santa Monica Blvd., Hollywood, CA",34.0905583,-118.3679036,"8228 santa monica blvd, west hollywood, ca 90046, usa",Geocoded
53,Lillian's ,,1149 N La Brea ,Hollywood,1969,,"1149 N La Brea , Hollywood, CA",34.1029596,-118.3458276,"1149 n la brea ave, los angeles, ca 90046, usa",Geocoded
88,Lillian's ,"no booze, closed Sunday & Monday
",1149 N. La Brea Ave.,Los Angeles,1972,,"1149 N. La Brea Ave., Los Angeles , CA",34.1029596,-118.3458276,"1149 n la brea ave, los angeles, ca 90046, usa",Geocoded
138,Lillian's Soups & Etc. ,(no booze),7515 Santa Monica Blvd. ,Hollywood,1976,,"7515 Santa Monica Blvd. , Hollywood, CA",34.0909517,-118.3533806,"7515 santa monica blvd, west hollywood, ca 90046, usa",Geocoded
456,Lily's,,2812 Kettner,San Diego,1979,,"2812 Kettner, San Diego , CA",32.7329525,-117.1736005,"2812 kettner blvd, san diego, ca 92101, usa",Geocoded
222,Lincoln Park,start of 'Milk Run',Ocean at Pacific,Long Beach,1973,,"Ocean at Pacific, CA",33.767027,-118.193708,unclear_coded_by_hand,Found
63,Lincoln Park,Ocean & Pacific- start of 'Milk Run',Lincoln Park,Long Beach,1974,,"Lincoln Park, Long Beach, CA",33.768636,-118.1943613,"lincoln park, broadway st. & pacific ave long beach, ca 90802 united states, pacific ave, long beach, ca 90802, usa",Geocoded
231,Linda's Log Cabin,,11522 Ventura Blvd.,Studio City,1974,,"11522 Ventura Blvd., Studio City, CA",34.1393629,-118.3825531,"11522 ventura blvd, studio city, ca 91604, usa",Geocoded
236,Linda's Log Cabin,,11522 Ventura Blvd.,Studio City,1972,,"11522 Ventura Blvd., Studio City, CA",34.1393629,-118.3825531,"11522 ventura blvd, studio city, ca 91604, usa",Geocoded
1317,Linda's Log Cabin,,11522 Ventura Blvd.,Studio City,1975,,"11522 Ventura Blvd., Studio City, CA",34.1393629,-118.3825531,"11522 ventura blvd, studio city, ca 91604, usa",Geocoded
220,Linda's Log Cabin,,11522 Ventura Blvd.,Studio City,1973,,"11522 Ventura Blvd., Studio City, CA",34.1393629,-118.3825531,"11522 ventura blvd, studio city, ca 91604, usa",Geocoded
167,Linda's Log Cabin,(Studio City),11522 Ventura Blvd.,Studio City,1971,,"11522 Ventura Blvd., Studio City, CA",34.1393629,-118.3825531,"11522 ventura blvd, studio city, ca 91604, usa",Geocoded
30,Lindy's,,4254 E. Anaheim,Long Beach,1970,,"4254 E. Anaheim, Long Beach, CA",33.7822268,-118.1430135,"4254 e anaheim st, long beach, ca 90804, usa",Geocoded
19,Lindy's,,4254 E Anaheim,Long Beach,1968,,"4254 E Anaheim, Long Beach, CA",33.7822268,-118.1430135,"4254 e anaheim st, long beach, ca 90804, usa",Geocoded
34,Lindy's ,,4254 E Anaheim,Long Beach,1969,,"4254 E Anaheim, Long Beach, CA",33.7822268,-118.1430135,"4254 e anaheim st, long beach, ca 90804, usa",Geocoded
722,Lion Pub,(Opens 12 noon-good afternoons),Corner of Sacramento & Divisadero Sts.,San Francisco,1979,,"Corner of Sacramento & Divisadero Sts., CA",37.789009,-122.44061,unclear_coded_by_hand,Found
1077,Lion Pub,(Also good afternoons) Corner of Sacramento & Divisadero Sts.,,San Francisco,1980,,", CA",37.789009,-122.44061,unclear_coded_by_hand,Found
NA,Lion Pub,,Sacramento & Divisadero,San Francisco,1978,,"Sacramento & Divisadero, CA",37.789009,-122.44061,unclear_coded_by_hand,Found
418,Lion Pub,Sacramento & Divisadero,,San Francisco,1976,,", CA",37.789009,-122.44061,unclear_coded_by_hand,Found
270,Lion Pub,Sacramento & Divisadero,,San Francisco,1973,,", CA",37.789009,-122.44061,unclear_coded_by_hand,Found
295,Lion Pub,,Sacramento & Divisadero,San Francisco,1972,,"Sacramento & Divisadero, San Francisco, CA",38.5815719,-121.4943996,"sacramento, ca, usa",Geocoded
77,Lion Pub,Sacramento & Divisadero,,San Francisco,1969,,", CA",37.789009,-122.44061,unclear_coded_by_hand,Found
108,Lion Pub,,Sacramento & Divisadero,San Francisco,1970,,"Sacramento & Divisadero, CA",37.789009,-122.44061,unclear_coded_by_hand,Found
1243,Lion Pub,,Sacramento & Divisadero,San Francisco,1975,,"Sacramento & Divisadero, CA",37.789009,-122.44061,unclear_coded_by_hand,Found
346,Lion Pub,Sacramento & Divisadero,,San Francisco,1974,,", CA",37.789009,-122.44061,unclear_coded_by_hand,Found
561,Lion Pub ,,Sacramento & Divisadero,San Francisco,1977,,"Sacramento & Divisadero, San Francisco, CA",38.5815719,-121.4943996,"sacramento, ca, usa",Geocoded
296,Lion's Lair,,510 Brannon St.,San Francisco,1972,,"510 Brannon St., San Francisco, CA",37.778271,-122.3971046,"510 brannan st, san francisco, ca 94107, usa",Geocoded
62,Little Berlin,,3300 Sunset Blvd,Los Angeles,1968,,"3300 Sunset Blvd, Los Angeles, CA",34.0863784,-118.275724,"3300 sunset blvd, los angeles, ca 90026, usa",Geocoded
171,Little Cable Car,,3195 Glendale Blvd.,Los Angeles,1974,,"3195 Glendale Blvd., Los Angeles , CA",34.117956,-118.2614103,"3195 glendale blvd, los angeles, ca 90039, usa",Geocoded
10,Little Caesar's,,13945 Van Ness,Gardena ,1972,,"13945 Van Ness, Gardena, CA",33.9049502,-118.3180882,"13945 van ness ave, gardena, ca 90249, usa",Geocoded
1269,Little Cave,,3111 W. Sunset Blvd.,Los Angeles,1975,,"3111 W. Sunset Blvd., Los Angeles, CA",34.0845682,-118.2744473,"3111 sunset blvd, los angeles, ca 90026, usa",Geocoded
116,Little Cave,,3111 Sunset Blvd.,Los Angeles,1971,,"3111 Sunset Blvd., Los Angeles , CA",34.0845682,-118.2744473,"3111 sunset blvd, los angeles, ca 90026, usa",Geocoded
172,Little Cave,Some (SM),3111 W. Sunset Blvd.,Los Angeles,1974,,"3111 W. Sunset Blvd., Los Angeles , CA",34.0845682,-118.2744473,"3111 sunset blvd, los angeles, ca 90026, usa",Geocoded
83,Little Cave,,3111 Sunset Blvd.,Los Angeles,1970,,"3111 Sunset Blvd., Los Angeles , CA",34.0845682,-118.2744473,"3111 sunset blvd, los angeles, ca 90026, usa",Geocoded
174,Little Cave (Paul's),,3111 Sunset Blvd.,Los Angeles,1973,,"3111 Sunset Blvd., Los Angeles , CA",34.0845682,-118.2744473,"3111 sunset blvd, los angeles, ca 90026, usa",Geocoded
175,Little Club,,1725 W. Florence,Los Angeles,1973,,"1725 W. Florence, Los Angeles , CA",33.9747722,-118.3077239,"1725 w florence ave, los angeles, ca 90047, usa",Geocoded
63,Little Club,,1725 W. florence,Los Angeles,1966,,"1725 W. florence, Los Angeles, CA",33.9747722,-118.3077239,"1725 w florence ave, los angeles, ca 90047, usa",Geocoded
84,Little Club,,1725 W. Florence,Los Angeles,1970,,"1725 W. Florence, Los Angeles , CA",33.9747722,-118.3077239,"1725 w florence ave, los angeles, ca 90047, usa",Geocoded
136,Little Club,,1725 W. Florence,Los Angeles,1972,,"1725 W. Florence, Los Angeles , CA",33.9747722,-118.3077239,"1725 w florence ave, los angeles, ca 90047, usa",Geocoded
52,Little Club,,1725 W Florence,Los Angeles,1965,,"1725 W Florence, Los Angeles, CA",33.9747722,-118.3077239,"1725 w florence ave, los angeles, ca 90047, usa",Geocoded
84,Little Club,,1725 W Florence,Los Angeles,1969,,"1725 W Florence, Los Angeles , CA",33.9747722,-118.3077239,"1725 w florence ave, los angeles, ca 90047, usa",Geocoded
117,Little Club,,1725 W. Florence,Los Angeles,1971,,"1725 W. Florence, Los Angeles , CA",33.9747722,-118.3077239,"1725 w florence ave, los angeles, ca 90047, usa",Geocoded
63,Little Club,,1725 W Florence,Los Angeles,1968,,"1725 W Florence, Los Angeles, CA",33.9747722,-118.3077239,"1725 w florence ave, los angeles, ca 90047, usa",Geocoded
221,Little Dipper,,4351 Woodman,Sherman Oaks,1973,,"4351 Woodman, Sherman Oaks, CA",34.1495702,-118.4317582,"4351 woodman ave, sherman oaks, ca 91423, usa",Geocoded
168,Little Dipper,(Sherman Oaks),4351 Woodman,Sherman Oaks,1971,,"4351 Woodman, Sherman Oaks, CA",34.1495702,-118.4317582,"4351 woodman ave, sherman oaks, ca 91423, usa",Geocoded
232,Little Dipper,,4351 Woodman,Sherman Oaks,1974,,"4351 Woodman, Sherman Oaks, CA",34.1495702,-118.4317582,"4351 woodman ave, sherman oaks, ca 91423, usa",Geocoded
207,Little Dipper,,4351 Woodman,Sherman Oaks,1972,,"4351 Woodman, Sherman Oaks, CA",34.1495702,-118.4317582,"4351 woodman ave, sherman oaks, ca 91423, usa",Geocoded
124,Little Dipper,,4351 Woodman,Sherman Oaks,1970,,"4351 Woodman, Sherman Oaks, CA",34.1495702,-118.4317582,"4351 woodman ave, sherman oaks, ca 91423, usa",Geocoded
457,Little Green Book Store,"(Imperial Beach)
",1651 Palm Ave. ,Imperial Beach,1979,,"1651 Palm Ave. , Imperial Beach, CA",32.5833899,-117.0979674,"1651 palm ave, san diego, ca 92154, usa",Geocoded
1327,Little Joy,(Latins) ,1477 Sunset Blvd.,Los Angeles,1980,,"1477 Sunset Blvd., Los Angeles , CA",34.0757341,-118.2543325,"1477 sunset blvd, los angeles, ca 90026, usa",Geocoded
125,Little Log Cabin,,11522 Ventura  Blvd.,Studio City,1970,,"11522 Ventura  Blvd., Studio City, CA",34.1393629,-118.3825531,"11522 ventura blvd, studio city, ca 91604, usa",Geocoded
128,Little Log Cabin ,,11522 Ventura Blvd ,Studio City,1969,,"11522 Ventura Blvd , Studio City, CA",34.1393629,-118.3825531,"11522 ventura blvd, studio city, ca 91604, usa",Geocoded
1148,Little Shrimp,(Piano bar - patio in summer),1305 S. Coast Hwy.,Laguna Beach,1980,,"1305 S. Coast Hwy., Laguna Beach , CA",33.5321946,-117.7757681,"1305 s coast hwy, laguna beach, ca 92651, usa",Geocoded
58,Little Shrimp,,1305 S. Coast Hwy. ,Laguna Beach,1976,,"1305 S. Coast Hwy. , Laguna Beach , CA",33.5321946,-117.7757681,"1305 s coast hwy, laguna beach, ca 92651, usa",Geocoded
78,Little Shrimp,(Patio in summer),1305 So. Coast Hwy,Laguna Beach,1978,,"1305 So. Coast Hwy, Laguna Beach , CA",33.5321946,-117.7757681,"1305 s coast hwy, laguna beach, ca 92651, usa",Geocoded
77,Little Shrimp,(Piano bar-patio in summer),1305 S. Coast Hwy.,Laguna Beach,1979,,"1305 S. Coast Hwy., Laguna Beach , CA",33.5321946,-117.7757681,"1305 s coast hwy, laguna beach, ca 92651, usa",Geocoded
26,Little Shrimp,,1305 S. Coast Hwy,Laguna Beach,1970,,"1305 S. Coast Hwy, Laguna Beach , CA",33.5321946,-117.7757681,"1305 s coast hwy, laguna beach, ca 92651, usa",Geocoded
28,Little Shrimp,,1305 So Coast Hwy,Laguna Beach,1969,,"1305 So Coast Hwy, Laguna Beach , CA",33.5321946,-117.7757681,"1305 s coast hwy, laguna beach, ca 92651, usa",Geocoded
15,Little Shrimp,,1305 S Coast Hwy,Laguna Beach,1968,,"1305 S Coast Hwy, Laguna Beach, CA",33.5321946,-117.7757681,"1305 s coast hwy, laguna beach, ca 92651, usa",Geocoded
42,Little Shrimp,,1305 S. Coast Hwy,Laguna Beach,1974,,"1305 S. Coast Hwy, Laguna Beach , CA",33.5321946,-117.7757681,"1305 s coast hwy, laguna beach, ca 92651, usa",Geocoded
27,Little Shrimp,,1305 S. Coast Hwy,Laguna Beach,1972,,"1305 S. Coast Hwy, Laguna Beach , CA",33.5321946,-117.7757681,"1305 s coast hwy, laguna beach, ca 92651, usa",Geocoded
49,Little Shrimp,,1305 So. Coast Hwy.,Laguna Beach,1973,,"1305 So. Coast Hwy., Laguna Beach , CA",33.5321946,-117.7757681,"1305 s coast hwy, laguna beach, ca 92651, usa",Geocoded
34,Little Shrimp,,1305 S. Coast Hwy.,Laguna Beach,1971,,"1305 S. Coast Hwy., Laguna Beach , CA",33.5321946,-117.7757681,"1305 s coast hwy, laguna beach, ca 92651, usa",Geocoded
1143,Little Shrimp,,1305 S. Coast Hwy.,Laguna Beach,1975,,"1305 S. Coast Hwy., Laguna Beach, CA",33.5321946,-117.7757681,"1305 s coast hwy, laguna beach, ca 92651, usa",Geocoded
68,Little Shrimp ,(Patio in summer) ,1305 South Coast Hwy.,Laguna Beach,1977,,"1305 South Coast Hwy., Laguna Beach , CA",33.5321946,-117.7757681,"1305 s coast hwy, laguna beach, ca 92651, usa",Geocoded
44,Little Tokyo,,7810 Santa Fe,Huntington Park,1973,,"7810 Santa Fe, Huntington Park, CA",33.9684691,-118.2300103,"7810 santa fe ave, huntington park, ca 90255, usa",Geocoded
27,Little Tokyo,,7810 Santa Fe,Huntington Park,1971,,"7810 Santa Fe, Huntington Park, CA",33.9684691,-118.2300103,"7810 santa fe ave, huntington park, ca 90255, usa",Geocoded
35,Little Tokyo,,7810 Santa Fe,Huntington Park,1974,,"7810 Santa Fe, Huntington Park, CA",33.9684691,-118.2300103,"7810 santa fe ave, huntington park, ca 90255, usa",Geocoded
18,Little Tokyo,,7810 Santa Fe,Huntington Park,1972,,"7810 Santa Fe, Huntington Park, CA",33.9684691,-118.2300103,"7810 santa fe ave, huntington park, ca 90255, usa",Geocoded
85,Little Tokyo,,7615 S. Western,Los Angeles,1970,,"7615 S. Western, Los Angeles , CA",33.9703931,-118.3092652,"7615 s western ave, los angeles, ca 90047, usa",Geocoded
85,Little Tokyo,,7615 S Western,Los Angeles,1969,,"7615 S Western, Los Angeles , CA",33.9703931,-118.3092652,"7615 s western ave, los angeles, ca 90047, usa",Geocoded
64,Little Tokyo,,7617 S Western Ave,Los Angeles,1968,,"7617 S Western Ave, Los Angeles, CA",33.970306,-118.3094136,"7617 s western ave, los angeles, ca 90047, usa",Geocoded
423,Living End,,3349 18th St.,San Francisco,1973,,"3349 18th St., San Francisco, CA",37.7618121,-122.4181677,"3349 18th st, san francisco, ca 94110, usa",Geocoded
145,LLoyd's,,1931 Artesia,Redondo Beach,1968,,"1931 Artesia, Redondo Beach, CA",33.8731336,-118.3788072,"1931 artesia blvd, redondo beach, ca 90278, usa",Geocoded
1214,Lloyd's,,739 N. La Brea Ave.,Hollywood,1975,,"739 N. La Brea Ave., Hollywood, CA",34.0845845,-118.3443457,"739 n la brea ave, los angeles, ca 90038, usa",Geocoded
112,Lloyd's,,739 N. La Brea Ave.,Los Angeles,1974,,"739 N. La Brea Ave., Los Angeles , CA",34.0845845,-118.3443457,"739 n la brea ave, los angeles, ca 90038, usa",Geocoded
677,Lloyd's,(Bar only-late),Hwy. 30. 6 mi. from Arrowhead,Running Springs,1979,,"Hwy. 30. 6 mi. from Arrowhead, CA",34.207786,-117.109205,unclear_coded_by_hand,General City Coordinates Used
NA,Lloyd's,"(Bar only-late) Hwy 30, 6 mi. from Arrowhead",,Running Springs,1978,,", CA",34.207786,-117.109205,unclear_coded_by_hand,General City Coordinates Used
526,Lloyd's,(bar only-late) Highway 30- 6 miles from Lake Arrowhead,,Running Springs,1977,,", CA",34.207786,-117.109205,unclear_coded_by_hand,General City Coordinates Used
NA,Lloyd's,(Bar only late) Hwy. 30 6 mi. from Arrowhead,,Running Springs,1980,,", CA",34.207786,-117.109205,unclear_coded_by_hand,General City Coordinates Used
139,Lloyd's ,,739 N. La Brea Ave. ,Hollywood,1976,,"739 N. La Brea Ave. , Hollywood, CA",34.0845845,-118.3443457,"739 n la brea ave, los angeles, ca 90038, usa",Geocoded
240,Lo-Bill's,,108 1st St,San Francisco,1965,,"108 1st St, San Francisco, CA",37.7892104,-122.3976877,"108 1st st, san francisco, ca 94105, usa",Geocoded
193,Lo-Bill's,,108 1st St,San Francisco,1966,,"108 1st St, San Francisco, CA",37.7892104,-122.3976877,"108 1st st, san francisco, ca 94105, usa",Geocoded
NA,Lobster Trap,Inquire locally,,Oxnard,1980,,", CA",34.197505,-119.177052,unclear_coded_by_hand,General City Coordinates Used
156,Locker Room,(1 blk W Bayshore Fwy),1951 E University Av,Palo Alto,1966,Not sure what type,"1951 E University Av, Palo Alto, CA",37.4578705,-122.1418776,"1951 university ave, palo alto, ca 94301, usa",Geocoded
290,Locker Room,(1 blk. W. of Bayshore Drwy.),1951 E. University Ave.,Palo Alto,1972,,"1951 E. University Ave., Palo Alto , CA",37.4578705,-122.1418776,"1951 university ave, palo alto, ca 94301, usa",Geocoded
190,Locker Room,(1 blk W of Bayshore Fwy),1951 E University ,Palo Alto,1969,,"1951 E University , Palo Alto , CA",37.4418834,-122.1430195,"palo alto, ca, usa",Geocoded
127,Locker Room,,1951 E. University Ave.,Palo Alto,1975,,"1951 E. University Ave., Palo Alto, CA",37.4578705,-122.1418776,"1951 university ave, palo alto, ca 94301, usa",Geocoded
283,Locker Room,,1951 E. University Ave.,Palo Alto,1973,,"1951 E. University Ave., Palo Alto , CA",37.4578705,-122.1418776,"1951 university ave, palo alto, ca 94301, usa",Geocoded
,Locker Room,,1951 E University Ave,Palo Alto,1974,,"1951 E University Ave, Palo Alto , CA",37.4578705,-122.1418776,"1951 university ave, palo alto, ca 94301, usa",Geocoded
227,Locker Room,(1 blk w. of Bayshore Frwy),1951 E. University,Palo Alto,1970,Dont know what type,"1951 E. University, Palo Alto , CA",37.4418834,-122.1430195,"palo alto, ca, usa",Geocoded
204,Locker Room,(1 blk. W. of Bayshore Frwy),1951 E. University,Palo Alto,1971,,"1951 E. University, Palo Alto , CA",37.4418834,-122.1430195,"palo alto, ca, usa",Geocoded
1713,Locker Room,(Books & peep shows),1038 Polk St.,San Francisco,1980,,"1038 Polk St., San Francisco, CA",37.7866835,-122.4197764,"1038 polk st, san francisco, ca 94109, usa",Geocoded
354,Locker Room ,,1951 East University Avenue ,Palo Alto,1977,,"1951 East University Avenue , Palo Alto , CA",37.4578705,-122.1418776,"1951 university ave, palo alto, ca 94301, usa",Geocoded
314,Locker Room ,,1951 E. University Ave. ,Palo Alto,1976,,"1951 E. University Ave. , Palo Alto , CA",37.4578705,-122.1418776,"1951 university ave, palo alto, ca 94301, usa",Geocoded
,Locker Room ,(1 blk W of Bayshore Frwy,1951 E University Ave,Palo Alto,1968,,"1951 E University Ave, Palo Alto , CA",37.4578705,-122.1418776,"1951 university ave, palo alto, ca 94301, usa",Geocoded
291,Lodge,(Cruisy) (N. Hollywood),4923 Lankershim Bl.,Hollywood,1979,check,"4923 Lankershim Bl., Hollywood, CA",34.160396,-118.372227,"4923 lankershim blvd, north hollywood, ca 91601, usa",Geocoded
279,Lodge,(R- lunch only),4923 Lankershim blvd.,North Hollywood,1978,,"4923 Lankershim blvd., North Hollywood , CA",34.1604085,-118.3722413,"4923 lankershim blvd, north hollywood, ca 91601, usa",Geocoded
1381,Lodge ,(Liquor),4923 Lankershim Blvd.,North Hollywood,1980,,"4923 Lankershim Blvd., North Hollywood , CA",34.1604085,-118.3722413,"4923 lankershim blvd, north hollywood, ca 91601, usa",Geocoded
278,Lodge ,(R-lunch only) ,4923 Lankershim Blvd.,North Hollywood,1977,,"4923 Lankershim Blvd., North Hollywood , CA",34.1604085,-118.3722413,"4923 lankershim blvd, north hollywood, ca 91601, usa",Geocoded
132,Log Cabin,(Bryte),1532 Sacramento ,Bryte,1965,,"1532 Sacramento , Bryte, CA",38.5946272,-121.5416232,"bryte, west sacramento, ca 95605, usa",Geocoded
,Log Cabin,,1532 Sacramento ,Bryte,1968,,"1532 Sacramento , Bryte, CA",38.5946272,-121.5416232,"bryte, west sacramento, ca 95605, usa",Geocoded
161,Log Cabin,(Bryte),1532 Sacramento ,Bryte,1966,,"1532 Sacramento , Bryte, CA",38.5946272,-121.5416232,"bryte, west sacramento, ca 95605, usa",Geocoded
235,Log Cabin,(Bryte),1532 Sacramento,Bryte,1970,,"1532 Sacramento, Bryte, CA",38.5946272,-121.5416232,"bryte, west sacramento, ca 95605, usa",Geocoded
199,Log Cabin,,1532 Sacramento,Bryte,1969,,"1532 Sacramento, Bryte, CA",38.5946272,-121.5416232,"bryte, west sacramento, ca 95605, usa",Geocoded
223,Log Cabin,(also (C) after hrs),1532 Sacramento ,Sacramento ,1971,,"1532 Sacramento , Sacramento , CA",38.6123729,-121.4956154,"1532 w el camino ave, sacramento, ca 95833, usa",Geocoded
312,Log Cabin,(also (C) after hours) (Bryte),1532 Sacramento,Sacramento ,1972,,"1532 Sacramento, Sacramento , CA",38.6123729,-121.4956154,"1532 w el camino ave, sacramento, ca 95833, usa",Geocoded
297,Lonely Bull,,471 Turk St.,San Francisco,1972,,"471 Turk St., San Francisco, CA",37.782183,-122.4167737,"471 turk st, san francisco, ca 94102, usa",Geocoded
424,Loney Bull,,471 Turk St.,San Francisco,1973,,"471 Turk St., San Francisco, CA",37.782183,-122.4167737,"471 turk st, san francisco, ca 94102, usa",Geocoded
,Long Bar,(At the Solarium - supposedly opening Spring of '73),1136 Soquel Ave,Santa Cruz,1974,,,36.979337,-122.010819,,Found
586,Long Dong Club,(Books & whatever),960 Folsom St.,San Francisco,1978,,"960 Folsom St., San Francisco, CA",37.7793101,-122.4048839,"960 folsom st, san francisco, ca 94107, usa",Geocoded
64,Long Horn,,3111 Sunset Blvd,Los Angeles,1966,,"3111 Sunset Blvd, Los Angeles, CA",34.0845682,-118.2744473,"3111 sunset blvd, los angeles, ca 90026, usa",Geocoded
53,Long Horn,,3111 Sunset Blvd,Los Angeles,1965,,"3111 Sunset Blvd, Los Angeles, CA",34.0845682,-118.2744473,"3111 sunset blvd, los angeles, ca 90026, usa",Geocoded
65,Long Horn,,3111 Sunset Blvd,Los Angeles,1968,,"3111 Sunset Blvd, Los Angeles, CA",34.0845682,-118.2744473,"3111 sunset blvd, los angeles, ca 90026, usa",Geocoded
1069,Longbranch Saloon,,131 E. Huntington ,Arcadia,1980,,"131 E. Huntington , Arcadia, CA",34.1403593,-118.0269111,"131 e huntington dr, arcadia, ca 91006, usa",Geocoded
3,Longbranch Saloon,,131 E. Huntington,Arcadia,1977,,"131 E. Huntington, Arcadia, CA",34.1403593,-118.0269111,"131 e huntington dr, arcadia, ca 91006, usa",Geocoded
5,Longbranch Saloon ,,131 E. Huntington ,Arcadia,1978,,"131 E. Huntington , Arcadia, CA",34.1403593,-118.0269111,"131 e huntington dr, arcadia, ca 91006, usa",Geocoded
4,Longbrannh Saloon,,131 E. Huntington,Arcadia,1979,,"131 E. Huntington, Arcadia, CA",34.1403593,-118.0269111,"131 e huntington dr, arcadia, ca 91006, usa",Geocoded
159,Longhorn Saloon ,(Burned- probably reopening) ,1342 North Highland Avenue ,Hollywood,1977,,"1342 North Highland Avenue , Hollywood, CA",34.0955818,-118.338273,"1342 n highland ave, los angeles, ca 90028, usa",Geocoded
1256,Los Barrilotos,(Latins) ,6508 Santa Monica Blvd.,Hollywood,1980,,"6508 Santa Monica Blvd., Hollywood, CA",34.0904942,-118.3312794,"6508 santa monica blvd, los angeles, ca 90038, usa",Geocoded
490,Los Cazos,Mexican (R),525 Castro St. ,San Francisco,1976,,"525 Castro St. , San Francisco, CA",37.7604454,-122.4348492,"525 castro st, san francisco, ca 94114, usa",Geocoded
592,Los Cazos,"(Mexican R)
",525 Castro St.,San Francisco,1979,,"525 Castro St., San Francisco, CA",37.7604454,-122.4348492,"525 castro st, san francisco, ca 94114, usa",Geocoded
1714,Los Cazos ,(Mexican R),525 Castro St.,San Francisco,1980,,"525 Castro St., San Francisco, CA",37.7604454,-122.4348492,"525 castro st, san francisco, ca 94114, usa",Geocoded
587,Los Cazos Mexican,,525 Castro St.,San Francisco,1978,,"525 Castro St., San Francisco, CA",37.7604454,-122.4348492,"525 castro st, san francisco, ca 94114, usa",Geocoded
295,Los Cazos Mexican,,525 Castro St.,San Francisco,1975,,"525 Castro St., San Francisco, CA",37.7604454,-122.4348492,"525 castro st, san francisco, ca 94114, usa",Geocoded
562,Los Cazos Mexican ,,525 Castro Street ,San Francisco,1977,,"525 Castro Street , San Francisco, CA",37.7604454,-122.4348492,"525 castro st, san francisco, ca 94114, usa",Geocoded
379,Lost & Found,"(Disco) (Since they haven't paid me, I can only assume that biz must be poor)
",2105 Artesia Blvd.,Redondo Beach,1979,,"2105 Artesia Blvd., Redondo Beach, CA",33.8730418,-118.374386,"2105 artesia blvd, redondo beach, ca 90278, usa",Geocoded
1480,Lost & Found ,(Has had problems) (Disco),2105 Artesia Blvd.,Redondo Beach,1980,,"2105 Artesia Blvd., Redondo Beach, CA",33.8730418,-118.374386,"2105 artesia blvd, redondo beach, ca 90278, usa",Geocoded
404,Lost & Found ,(Disco),2105 Artesia Blvd.,Redondo Beach,1978,,"2105 Artesia Blvd., Redondo Beach, CA",33.8730418,-118.374386,"2105 artesia blvd, redondo beach, ca 90278, usa",Geocoded
185,Lou & Rae's,,321 E 8th St,Oakland,1969,,"321 E 8th St, Oakland, CA",37.7921314,-122.2576716,"321 e 8th st, oakland, ca 94606, usa",Geocoded
97,Lou & Rae's,,23rd & Telegraph,Oakland,1970,,"23rd & Telegraph, CA",37.81261,-122.268814,unclear_coded_by_hand,Found
283,Lou & Rae's,,2304 Telegraph,Oakland,1972,,"2304 Telegraph, Oakland, CA",37.8126524,-122.2685296,"2304 telegraph ave, oakland, ca 94612, usa",Geocoded
153,Lou & Rae's,(sign outside says Bruz),321 E 8th St,Oakland,1966,,"321 E 8th St, Oakland, CA",37.7921314,-122.2576716,"321 e 8th st, oakland, ca 94606, usa",Geocoded
258,Lou & Rae's,,2304 Telegraph,Oakland,1973,,"2304 Telegraph, Oakland, CA",37.8126524,-122.2685296,"2304 telegraph ave, oakland, ca 94612, usa",Geocoded
,Lou and Rae's ,(sign says Bruz) ,321 E 8th St. ,Oakland,1968,,"321 E 8th St. , Oakland, CA",37.7921314,-122.2576716,"321 e 8th st, oakland, ca 94606, usa",Geocoded
615,Lou's Club ,(parking in rear) ,2604 N. Wilson Way ,Stockton,1976,,"2604 N. Wilson Way , Stockton, CA",37.9818916,-121.2718607,"2604 n wilson way, stockton, ca 95205, usa",Geocoded
187,Louisiana Purchase ,,7985 Santa Monica Blvd.,Hollywood,1979,,"7985 Santa Monica Blvd., Hollywood, CA",34.0910342,-118.3641869,"7985 santa monica blvd, west hollywood, ca 90046, usa",Geocoded
292,Love Inn,(Disco) (Best Sundays) (Liquor) (N.Hollywood),10700 Van Owen,Hollywood,1979,,"10700 Van Owen, Hollywood, CA",34.1939731,-118.3637319,"10700 vanowen st, north hollywood, ca 91605, usa",Geocoded
280,Love Inn,(DIsco) (Liquor) ,10700 Van Owen,North Hollywood,1978,,"10700 Van Owen, North Hollywood , CA",34.1939731,-118.3637319,"10700 vanowen st, north hollywood, ca 91605, usa",Geocoded
1382,Love Inn,(Disco) (Best Sundays) (Liquor) ,10700 Van Owen ,North Hollywood,1980,,"10700 Van Owen , North Hollywood , CA",34.1939731,-118.3637319,"10700 vanowen st, north hollywood, ca 91605, usa",Geocoded
279,Love Inn,,10700 Van Owen,North Hollywood,1977,,"10700 Van Owen, North Hollywood , CA",34.1939731,-118.3637319,"10700 vanowen st, north hollywood, ca 91605, usa",Geocoded
