"ID","title","streetaddress","description","city","state","amenityfeatures","Year","type","unclear_address","uncleartype","notes","Last.Modified","full.address","lon","lat","geoAddress","status"
631,"Mr. K's Book Store","623 W. Hueneme Rd.","488-9050 24hrs","Oxnard","CA","",1990,"Erotica/Adult Groups",NA,"","(805) area code","4/25/2023 9:36pm","623 W. Hueneme Rd., Oxnard, CA",-119.1844558,34.1479624,"623 w hueneme rd, oxnard, ca 93033, usa","Geocoded"
638,"Aruba Hotel Suites","671 S. Riverside Dr. #4","325-8440 luxury 1, 2 bedrooom apt/suites, continental breakfast jacuzzi","Palm Springs","CA","(*),(MW),(SW)",1990,"Accommodations",NA,"","(619) area code","4/25/2023 9:36pm","671 S. Riverside Dr. #4, Palm Springs, CA",-116.5412863,33.809933,"671 s riverside dr #4, palm springs, ca 92264, usa","Geocoded"
637,"Alexander Resort Hotel","598 Grenfall Rd.","327-6911 jacuzzi, open year round","Palm Springs","CA","(*),(SW)",1990,"Accommodations",NA,"","(619) area code","4/25/2023 9:36pm","598 Grenfall Rd., Palm Springs, CA",-116.5348268,33.8141862,"598 s grenfall rd, palm springs, ca 92264, usa","Geocoded"
639,"Atrium","981 Camino Parocela","322-2404 jacuzzi, open year round","Palm Springs","CA","(*),(N),(SW),(IGTA)",1990,"Accommodations",NA,"","(619) area code","4/25/2023 9:36pm","981 Camino Parocela, Palm Springs, CA",-116.5368856,33.8141674,"981 e camino parocela, palm springs, ca 92264, usa","Geocoded"
640,"Banners","375 Camino Monte Vista","320-0331 sauna & jacuzzi open year round","Palm Springs","CA","(SW),(IGTA)",1990,"Accommodations",NA,"","(619) area code","4/25/2023 9:36pm","375 Camino Monte Vista, Palm Springs, CA",-116.544385,33.8413842,"375 e camino monte vista, palm springs, ca 92262, usa","Geocoded"
641,"Breakaway Inn","260 Chuckwalla","325-6410 jacuzzi, open year round","Palm Springs","CA","(*),(SW),(N),(IGTA)",1990,"Accommodations",NA,"","(619) area code","4/25/2023 9:36pm","260 Chuckwalla, Palm Springs, CA",-116.5451877,33.8435887,"260 e chuckwalla rd, palm springs, ca 92262, usa","Geocoded"
642,"Chateau Le Fleur","1600 E Palm Canyon Dr.","322-5438 snk bar, contl. bkfst., open all year","Palm Springs","CA","(MX),(MW),(SW)",1990,"Accommodations",NA,"","(619) area code","4/25/2023 9:36pm","1600 E Palm Canyon Dr., Palm Springs, CA",-116.529429,33.8016324,"1600 e palm canyon dr, palm springs, ca 92264, usa","Geocoded"
644,"Desert Knight","435 Avenida Olancha","325-5456 open year round","Palm Springs","CA","(MX),(MW),(SW)",1990,"Accommodations",NA,"","(619) area code","4/25/2023 9:36pm","435 Avenida Olancha, Palm Springs, CA",-116.5425381,33.8025609,"435 e avenida olancha, palm springs, ca 92264, usa","Geocoded"
645,"El Mirasol Villas","525 Warm Sands Dr","327-5913 jacuzzi, open year round, walled and very private","Palm Springs","CA","(*),(MW),(SW)",1990,"Accommodations",NA,"","(619) area code","4/25/2023 9:36pm","525 Warm Sands Dr, Palm Springs, CA",-116.5380605,33.8153796,"525 s warm sands dr, palm springs, ca 92264, usa","Geocoded"
646,"Five Fifty Warm Sands","550 Warm Sands Dr.","320-7144 kitchens open year round","Palm Springs","CA","(N),(SW)",1990,"Accommodations",NA,"","(619) area code","4/25/2023 9:36pm","550 Warm Sands Dr., Palm Springs, CA",-116.5359493,33.8149923,"550 s warm sands dr, palm springs, ca 92264, usa","Geocoded"
647,"Hacienda En Sueno","586 Warm Sands Dr.","327-8111 open year round","Palm Springs","CA","(*),(SW),(IGTA)",1990,"Accommodations",NA,"","(619) area code","4/25/2023 9:36pm","586 Warm Sands Dr., Palm Springs, CA",-116.5359923,33.8143534,"586 s warm sands dr, palm springs, ca 92264, usa","Geocoded"
648,"Harlow Haven","175 E. Alameda","323-3977 continental breakfast, lunch buffet, jacuzzi open year round","Palm Springs","CA","(*),(SW)",1990,"Accommodations",NA,"","(619) area code","4/25/2023 9:36pm","175 E. Alameda, Palm Springs, CA",-116.5452921,33.8302961,"palm springs, ca, usa","Geocoded"
649,"Hideaway Resort","71-472 San Jacinto","346-4720 jacuzzi, open year round continental breakfast Sat & Sun","Rancho Mirage","CA","(*),(SW)",1990,"Accommodations",NA,"","(619) area code","4/25/2023 9:36pm","71-472 San Jacinto, Rancho Mirage, CA",-116.4158507,33.7471474,"71472 san jacinto dr, rancho mirage, ca 92270, usa","Geocoded"
650,"Hotel Fairmont Apts","641 N. Palm Canyon Dr.","320-1624 jacuzzi open year round primarily residential","Palm Springs","CA","(MX),(MW),(SW)",1990,"Accommodations",NA,"","(619) area code","4/25/2023 9:36pm","641 N. Palm Canyon Dr., Palm Springs, CA",-116.5476516,33.8322932,"641 n palm canyon dr, palm springs, ca 92262, usa","Geocoded"
651,"Hotel Versailles","288 Camino Monte Vista","320-2888 jacuzzi, open year round","Palm Springs","CA","(*),(SW)",1990,"Accommodations",NA,"","(619) area code","4/25/2023 9:36pm","288 Camino Monte Vista, Palm Springs, CA",-116.5450269,33.8419169,"288 e camino monte vista, palm springs, ca 92262, usa","Geocoded"
652,"Legacy","2388 E. Raquet Club Rd.","322-6059 jacuzzi, open year round","Palm Springs","CA","(SW)",1990,"Accommodations",NA,"","(619) area code","4/25/2023 9:36pm","2388 E. Raquet Club Rd., Palm Springs, CA",-116.5212805,33.8524094,"2388 e racquet club rd, palm springs, ca 92262, usa","Geocoded"
653,"Silver Sands","1530 N Indian Ave.","322-0477 open all year jacuzzi contl. bkfst. Sat-Sun","Palm Springs","CA","(*),(SW),(N)",1990,"Accommodations",NA,"","(619) area code","4/25/2023 9:36pm","1530 N Indian Ave., Palm Springs, CA",NA,NA,"NA","Geocoded"
656,"The Villa","67-670 Carey Rd.","328-7211 open year round sauna & jacuzzi, individual bungalows","Cathedral City","CA","(*),(SW)",1990,"Accommodations",NA,"","","4/25/2023 9:36pm","67-670 Carey Rd., Cathedral City, CA",-116.4813021,33.7927697,"67670 carey rd, cathedral city, ca 92234, usa","Geocoded"
658,"Whispering Palms","545 Warm Sands Dr.","320-1300 spa open year round","Palm Springs","CA","(*),(SW),(N)",1990,"Accommodations",NA,"","","4/25/2023 9:36pm","545 Warm Sands Dr., Palm Springs, CA",-116.5371618,33.8148373,"545 s warm sands dr, palm springs, ca 92264, usa","Geocoded"
659,"C.C. Construction Co.","68-449 Perez Rd.","324-4241 patio country western & disco Sun steakfry","Cathedral City","CA","(*),(D),(E),(LV),(YC)",1990,"Bars",NA,"","","4/25/2023 9:36pm","68-449 Perez Rd., Cathedral City, CA",-116.4678497,33.7841988,"68449 perez rd, cathedral city, ca 92234, usa","Geocoded"
657,"Vista Grande Villa","574 Warm Sands Dr.","322-2404 open year round","Palm Springs","CA","(*),(SW),(N),(IGTA)",1990,"Accommodations",NA,"","","4/25/2023 9:36pm","574 Warm Sands Dr., Palm Springs, CA",-116.535888,33.8146074,"574 s warm sands dr, palm springs, ca 92264, usa","Geocoded"
662,"Gloria's","2330 N. Palm Canyon Dr.","322-3224 piano bar","Palm Springs","CA","(*),(OC)",1990,"Bars",NA,"","","4/25/2023 9:36pm","2330 N. Palm Canyon Dr., Palm Springs, CA",-116.549581,33.8508094,"2330 n palm canyon dr, palm springs, ca 92262, usa","Geocoded"
660,"Daddy Warbucks","68-981 Hwy 111","324-1022 Sun night whipped cream wrestling piano bar","Cathedral City","CA","(*),(S),(E),(D),(YC)",1990,"Bars",NA,"","","4/25/2023 9:36pm","68-981 Hwy 111, Cathedral City, CA",-116.469668,33.7810433,"68 ca-111, cathedral city, ca 92234, usa","Geocoded"
664,"Rocks","67-901 Hwy. 111 Cathedral City","324-0688 patio SunT-dance","Cathedral City","CA","(*),(MW),(D),(F),(YC)",1990,"Bars",NA,"","","4/25/2023 9:36pm","67-901 Hwy. 111 Cathedral City, Cathedral City, CA",-116.4800921,33.7882527,"67 ca-111, cathedral city, ca 92234, usa","Geocoded"
667,"Billy Reed's","1800 N. Palm Canyon Dr.","325-1946 full menu 7am-11pm 7 days","Palm Springs","CA","(MX),(MW)",1990,"Restaurants & Cafes",NA,"","","4/25/2023 9:36pm","1800 N. Palm Canyon Dr., Palm Springs, CA",-116.5463482,33.8459887,"1800 n palm canyon dr, palm springs, ca 92262, usa","Geocoded"
665,"Stallone's Cocktail Lounge","109 S. Palm Canyon Dr.","320-6607 live entertainment Thur-Sun 5pm-2am breakfast-dinner Sat&Sun","Palm Springs","CA","(MX),(MW),(E)",1990,"Bars",NA,"","","4/25/2023 9:36pm","109 S. Palm Canyon Dr., Palm Springs, CA",-116.5473328,33.822942,"109 s palm canyon dr, palm springs, ca 92264, usa","Geocoded"
666,"Ajeti's House of Lamb","68-784 Grove St.","328-7518 4-10pm Tues-Sun","Cathedral City","CA","(MX),(MW),(BW)",1990,"Restaurants & Cafes",NA,"","at Hwy 111","4/25/2023 9:36pm","68-784 Grove St., Cathedral City, CA",-116.4618786,33.7794681,"68784 grove st, cathedral city, ca 92234, usa","Geocoded"
669,"Cattails","68-369 Hwy.111","(Cathedral City) 324-8263 open 6pm. closed Mon, cocktails, continental with French focus","Cathedral City","CA","(*),(MX),(MW)",1990,"Restaurants & Cafes",NA,"","","4/25/2023 9:36pm","68-369 Hwy.111, Cathedral City, CA",-116.4692643,33.7803432,"68369 ca-111, cathedral city, ca 92234, usa","Geocoded"
668,"Brussels Cafe","109 S. Palm Canyon Dr.","320-4177 cocktails Belgium-French cuisine","Palm Springs","CA","(MX),(MW),(E)",1990,"Restaurants & Cafes",NA,"","","4/25/2023 9:36pm","109 S. Palm Canyon Dr., Palm Springs, CA",-116.5473328,33.822942,"109 s palm canyon dr, palm springs, ca 92264, usa","Geocoded"
673,"Mel's Diner","68-665 Hwy 111","324-7996 full menu open 6am","Cathedral City","CA","(MX),(MW)",1990,"Restaurants & Cafes",NA,"","","4/25/2023 9:36pm","68-665 Hwy 111, Cathedral City, CA",-116.469668,33.7810433,"68 ca-111, cathedral city, ca 92234, usa","Geocoded"
672,"Maria's Italian Cuisine","67-778 Hwy. 111","328-4378 closed Mon open 11am-3pm 5:30-9:30pm","Cathedral City","CA","(MX),(MW),(BW)",1990,"Restaurants & Cafes",NA,"","","4/25/2023 9:36pm","67-778 Hwy. 111, Cathedral City, CA",-116.4790538,33.7867542,"67778 ca-111, cathedral city, ca 92234, usa","Geocoded"
671,"House of Sensu","169-A N. Indian","322-0090 Japanese & sushi, 4:30pm-10pm daily","Palm Springs","CA","(*),(MX),(MW)",1990,"Restaurants & Cafes",NA,"","","4/25/2023 9:36pm","169-A N. Indian, Palm Springs, CA",-116.5452921,33.8302961,"palm springs, ca, usa","Geocoded"
674,"Paoli's Pizzeria & Pasta House","68-977 Hwy. 111","324-3737","Cathedral City","CA","(MX),(MW)",1990,"Restaurants & Cafes",NA,"","","4/25/2023 9:36pm","68-977 Hwy. 111, Cathedral City, CA",-116.469668,33.7810433,"68 ca-111, cathedral city, ca 92234, usa","Geocoded"
676,"Robi Restaurant","78-085 Avenida La Fonda, La Quinta","564-0544 continental cuisine open 7pm","La Quinta","CA","(MX),(MW)",1990,"Restaurants & Cafes",NA,"","","4/25/2023 9:36pm","78-085 Avenida La Fonda, La Quinta, La Quinta, CA",-116.3020185,33.676496,"78085 avenida la fonda, la quinta, ca 92253, usa","Geocoded"
677,"Shame on the Moon","68-805 Hwy 111","continental cuisine open 6-10pm closed Mon","Cathedral City","CA","(*),(MX),(MW)",1990,"Restaurants & Cafes",NA,"","","4/25/2023 9:36pm","68-805 Hwy 111, Cathedral City, CA",-116.469668,33.7810433,"68 ca-111, cathedral city, ca 92234, usa","Geocoded"
679,"Club Palm Springs","68-449 Perez Rd. #1","324-8588 spa, exercise room, steam & sauna","Cathedral City","CA","(*)",1990,"Gyms/Health Clubs",NA,"","","4/25/2023 9:36pm","68-449 Perez Rd. #1, Cathedral City, CA",-116.4678661,33.7843968,"68449 perez rd # 1, cathedral city, ca 92234, usa","Geocoded"
678,"Wild Goose","67-938 Hwy. 111","328-5775 continental/wild game from 5:30pm daily cocktails","Cathedral City","CA","(*),(MX),(MW),(E)",1990,"Restaurants & Cafes",NA,"","","4/25/2023 9:36pm","67-938 Hwy. 111, Cathedral City, CA",-116.4800921,33.7882527,"67 ca-111, cathedral city, ca 92234, usa","Geocoded"
680,"Las Palmas Travel","403 N. Palm Canyon Dr.","325-6311","Palm Springs","CA","(IGTA)",1990,"Travel/Tour Operators",NA,"","","4/25/2023 9:36pm","403 N. Palm Canyon Dr., Palm Springs, CA",-116.547058,33.8286917,"403 n palm canyon dr, palm springs, ca 92262, usa","Geocoded"
681,"Rancho Mirage Travel","71428 Hwy 111, Suite 3","(in Rancho Mirage) 341-7888","Palm Springs","CA","(IGTA)",1990,"Travel/Tour Operators",NA,"","","4/25/2023 9:36pm","71428 Hwy 111, Suite 3, Palm Springs, CA",-116.4169181,33.7460383,"71428 ca-111 #3, rancho mirage, ca 92270, usa","Geocoded"
685,"Star Magazine","68-469 Hwy. 111","Cathedral City 328-5511","Cathedral City","CA","",1990,"Publications",NA,"","","4/25/2023 9:36pm","68-469 Hwy. 111, Cathedral City, CA",-116.469668,33.7810433,"68 ca-111, cathedral city, ca 92234, usa","Geocoded"
684,"Omega Literary Magazine","1243 Gene Autry Tr. Suite K","323-0552","Palm Springs","CA","",1990,"Publications",NA,"","","4/25/2023 9:36pm","1243 Gene Autry Tr. Suite K, Palm Springs, CA",-116.5067951,33.8391971,"1243 gene autry trail k, palm springs, ca 92262, usa","Geocoded"
682,"MCC of the Desert","653 Commercial Rd. #7","322-9696 worship Sun 10:45pm","Palm Springs","CA","(MCC)",1990,"Religious Organizations",NA,"","","4/25/2023 9:36pm","653 Commercial Rd. #7, Palm Springs, CA",-116.5167305,33.832694,"653 n commercial rd #7, palm springs, ca 92262, usa","Geocoded"
683,"The Bottom Line","1243 Gene Autry Trail Suite K","323-0552","Palm Springs","CA","",1990,"Publications",NA,"","","4/25/2023 9:36pm","1243 Gene Autry Trail Suite K, Palm Springs, CA",-116.5067951,33.8391971,"1243 gene autry trail k, palm springs, ca 92262, usa","Geocoded"
686,"Hidden Joy Book Shop","68424 Commercial","328-1694 books, toy, periodicals etc.","Palm Springs","CA","",1990,"Erotica/Adult Groups",NA,"","","4/25/2023 9:36pm","68424 Commercial, Palm Springs, CA",-116.5452921,33.8302961,"palm springs, ca, usa","Geocoded"
687,"World Wide Book Store","68-300 Ramon Rd.","321-1313 books, periodicals toys, videos etc.","Palm Springs","CA","",1990,"Erotica/Adult Groups",NA,"","","4/25/2023 9:36pm","68-300 Ramon Rd., Palm Springs, CA",-116.469686,33.8163684,"68300 e ramon rd, cathedral city, ca 92234, usa","Geocoded"
689,"Vortex","260 California Ave.","324-1402 call for monthly gay Sun, 9pm-1am","Palo Alto","CA","(*),(MX),(D),(S),(AH)",1990,"Bars",NA,"","(415)","4/25/2023 9:36pm","260 California Ave., Palo Alto, CA",-122.143957,37.4280097,"260 california ave, palo alto, ca 94306, usa","Geocoded"
690,"Whisky Gulch Saloon","1951 University Ave.","853-9747 10am-2am","Palo Alto","CA","(CW),(YC),(NH),(BW)",1990,"Bars",NA,"","(415)","4/25/2023 9:36pm","1951 University Ave., Palo Alto, CA",-122.1418776,37.4578705,"1951 university ave, palo alto, ca 94301, usa","Geocoded"
691,"Stacey's Bookstore","219 University Ave.","326-0681 gay/lesbian  section, 9am-9pm Mon-Sat, noon-5pm Sun","Palo Alto","CA","",1990,"Book Stores/Retail Shops",NA,"","(415)","4/25/2023 9:36pm","219 University Ave., Palo Alto, CA",-122.1627859,37.4451326,"219 university ave, palo alto, ca 94301, usa","Geocoded"
693,"Boulevard","3199 E. Foothill Blvd.","356-9304 11am-2am","Pasadena","CA","(*),(D),(V),(E)",1990,"Bars",NA,"","(818)","4/25/2023 9:36pm","3199 E. Foothill Blvd., Pasadena, CA",-118.084308,34.1502892,"3199 e foothill blvd, pasadena, ca 91107, usa","Geocoded"
694,"Incognito","203 N. Sierra Madre Blvd.","792-3735 2pm-2am","Pasadena","CA","(D),(S),(YC),(V)",1990,"Bars",NA,"","(818)","4/25/2023 9:36pm","203 N. Sierra Madre Blvd., Pasadena, CA",-118.0998135,34.1504884,"203 n sierra madre blvd, pasadena, ca 91107, usa","Geocoded"
695,"Nardi's","665 E. Colorado Blvd.","449-3152 noon-2am Mon-Sat 1pm-2am Sun","Pasadena","CA","(MX),(NH)",1990,"Bars",NA,"","(818)","4/25/2023 9:36pm","665 E. Colorado Blvd., Pasadena, CA",-118.1365823,34.1462757,"665 e colorado blvd, pasadena, ca 91101, usa","Geocoded"
696,"Continental Burgers","535 S. Lake Ave.","792-6634 6:30am-10:30pm","Pasadena","CA","(*),(MX)",1990,"Restaurants & Cafes",NA,"","(818)","4/25/2023 9:36pm","535 S. Lake Ave., Pasadena, CA",-118.132852,34.1365735,"535 s lake ave, pasadena, ca 91101, usa","Geocoded"
702,"Alibi East","225 S. San Antonio Ave.","623-9422 10am-2am Sun-Thurs, til 4am Fri & Sat","Pomona","CA","(D),(E),(AH)",1990,"Bars",NA,"","(714)","4/25/2023 9:36pm","225 S. San Antonio Ave., Pomona, CA",-117.7372915,34.0577915,"225 s san antonio ave, pomona, ca 91766, usa","Geocoded"
703,"Gents","2380 N. Garey Ave.","593-2466 noon-2am. Sun BBQ","Pomona","CA","(D),(V),(YC)",1990,"Bars",NA,"","(714)","4/25/2023 9:36pm","2380 N. Garey Ave., Pomona, CA",-117.748422,34.0906588,"2380 n garey ave, pomona, ca 91767, usa","Geocoded"
704,"Mary's","1047 2nd St.","622-9221 2pm-2am Mon-Thurs, 10am-2am Fri-Sat","Pomona","CA","(MW),(F)",1990,"Bars",NA,"","(714)","4/25/2023 9:36pm","1047 2nd St., Pomona, CA",NA,NA,"NA","Geocoded"
705,"MCC Pomona Valley","508 S. Euclid, Ontario","984-1258 worship 10:45 & 7:30pm Sun","Pomona","CA","(MCC)",1990,"Religious Organizations",NA,"","(714)","4/25/2023 9:36pm","508 S. Euclid, Ontario, Pomona, CA",-117.6514386,34.0587959,"508 s euclid ave, ontario, ca 91762, usa","Geocoded"
710,"Redding Lounge","1748 Market St.","243-7869 8pm-2am","Redding","CA","(D),(YC),(BW)",1990,"Bars",NA,"","(916)","4/25/2023 9:36pm","1748 Market St., Redding, CA",-122.3900927,40.5816624,"1748 market st, redding, ca 96001, usa","Geocoded"
711,"Adult Book Store","2132 Hilltop Dr.","","Redding","CA","",1990,"Erotica/Adult Groups",NA,"","(916)","4/25/2023 9:36pm","2132 Hilltop Dr., Redding, CA",-122.3582741,40.5767831,"2132 hilltop dr, redding, ca 96002, usa","Geocoded"
714,"Dolphin","1995 Artesia","318-3339 3-2pm-2am Mon-Fri, noon-2am Sat & Sun","Redondo Beach","CA","(YC),(NH)",1990,"Bars",NA,"","(213)","4/25/2023 9:36pm","1995 Artesia, Redondo Beach, CA",-118.3770724,33.8730728,"1995 artesia blvd, redondo beach, ca 90278, usa","Geocoded"
715,"J.R. Bryan's","2105 Artesia","patio 2pm-2am","Redondo Beach","CA","(*),(D),(YC)",1990,"Bars",NA,"","(213)","4/25/2023 9:36pm","2105 Artesia, Redondo Beach, CA",-118.374386,33.8730418,"2105 artesia blvd, redondo beach, ca 90278, usa","Geocoded"
717,"Cruiser","2651 El Camino Real","366-4955 noon-2am Mon-Fri, til 3am Sat & Sun","Redwood City","CA","(NH),(D),(V)",1990,"Bars",NA,"","(415)","4/25/2023 9:36pm","2651 El Camino Real, Redwood City, CA",-122.2158781,37.4724467,"2651 el camino real, redwood city, ca 94061, usa","Geocoded"
718,"MCC Calvary","2124 Brewster Ave.","(Unitarian Church) 368-0188 worship 5om Sun & 7:30pm Thurs","Redwood City","CA","(MCC)",1990,"Religious Organizations",NA,"","(415)","4/25/2023 9:36pm","2124 Brewster Ave., Redwood City, CA",-122.2455163,37.4801245,"2124 brewster ave, redwood city, ca 94062, usa","Geocoded"
721,"Gay/Lesbian Community Center","1894 Commercial Center West #304","824-7618 hotline 6:30-10pm, also raps & counseling","Riverside","CA","",1990,"Info Lines & Services",NA,"","(714)","4/25/2023 9:36pm","1894 Commercial Center West #304, Riverside, CA",-117.2744696,33.9107874,"commerce center dr, california 92553, usa","Geocoded"
719,"Bachelor Books","2601 El Camino Real","369-2200","Redwood City","CA","",1990,"Erotica/Adult Groups",NA,"","(415)","4/25/2023 9:36pm","2601 El Camino Real, Redwood City, CA",-122.2166242,37.472978,"2601 el camino real, redwood city, ca 94061, usa","Geocoded"
724,"Menagerie","3581 University Ave.","788-8000 4pm-2am dinner nightly","Riverside","CA","(V),(D),(F)",1990,"Bars",NA,"","(714)","4/25/2023 9:36pm","3581 University Ave., Riverside, CA",-117.3729461,33.9813417,"3581 university ave, riverside, ca 92501, usa","Geocoded"
723,"Grand Central","345 W. 7th St., San Bernardino","889-5204 7pm-2am","San Bernardino","CA","(MW),(D),(YC),(P)",1990,"Bars",NA,"","(714)","4/25/2023 9:36pm","345 W. 7th St., San Bernardino, San Bernardino, CA",-117.2906196,34.111847,"345 w 7th st, san bernardino, ca 92401, usa","Geocoded"
726,"MCC Good Shepard","7842 Grape St., Highland","864-2567 worship 11am Sun & 7pm the 3rd Sun","Highland","CA","(MCC)",1990,"Religious Organizations",NA,"","(714)","4/25/2023 9:36pm","7842 Grape St., Highland, Highland, CA",-117.2298752,34.1115579,"7842 grape st, highland, ca 92346, usa","Geocoded"
727,"Bearfacts Book Store","1434 E. Baseline, San Bernardino","","San Bernardino","CA","",1990,"Erotica/Adult Groups",NA,"","(714)","4/25/2023 9:36pm","1434 E. Baseline, San Bernardino, San Bernardino, CA",-117.2561066,34.1214973,"1434 e baseline st, san bernardino, ca 92404, usa","Geocoded"
725,"Skylark","917 Inland Center Dr. San Bernardino","884-2404 patio, noon-2am","San Bernardino","CA","(MW),(D),(CW),(E)",1990,"Bars",NA,"","(714)","4/25/2023 9:36pm","917 Inland Center Dr. San Bernardino, San Bernardino, CA",-117.30327,34.0823898,"917 inland center dr, san bernardino, ca 92408, usa","Geocoded"
735,"Fife's Resort","16467 River Rd.","869-0656 cabins, campgrounds, lounge and restaurant, winter clsd Mon & Tue","Guerneville","CA","(*),(E),(F),(SW)",1990,"Accommodations",NA,"","(707)","7/31/2023 4:36pm","16467 River Rd., Guerneville, CA",-123.0036144,38.5011061,"16467 river rd, guerneville, ca 95446, usa","Geocoded"
734,"Ferngrove","16650 River Rd.","869-9992","Guerneville","CA","(MX),(MW)",1990,"Accommodations",NA,"","(707)","7/31/2023 4:36pm","16650 River Rd., Guerneville, CA",-123.00671,38.502145,"16650 river rd, guerneville, ca 95446, usa","Geocoded"
733,"The Estate Inn","13555 Hwy 116","869-9093 open year round","Guerneville","CA","(MX),(MW),(SW)",1990,"Accommodations",NA,"","(707)","7/31/2023 4:36pm","13555 Hwy 116, Guerneville, CA",-122.9888979,38.499542,"13555 ca-116, guerneville, ca 95446, usa","Geocoded"
736,"Highlands Resort","14000 Woodland Dr.","869-0333 cabins & camping","Guerneville","CA","(*),(MW),(N),(SW)",1990,"Accommodations",NA,"","(707)","7/31/2023 4:36pm","14000 Woodland Dr., Guerneville, CA",-122.9963554,38.5046136,"14000 woodland dr, guerneville, ca 95446, usa","Geocoded"
738,"Paradise Cove","14711 Armstrong Woods Rd.","869-2706","Guerneville","CA","(MW),(SW)",1990,"Accommodations",NA,"","(707)","7/31/2023 4:36pm","14711 Armstrong Woods Rd., Guerneville, CA",-122.9950575,38.5118301,"14711 armstrong woods rd, guerneville, ca 95446, usa","Geocoded"
737,"Mountain Lodge","16350 First St.","869-3722 private beach on the river, hot tubs open year round","Guerneville","CA","(*),(MW)",1990,"Accommodations",NA,"","(707)","7/31/2023 4:36pm","16350 First St., Guerneville, CA",-122.999553,38.5013822,"16350 first st, guerneville, ca 95446, usa","Geocoded"
739,"Rio Villa","20292 Hwy 116","865-1143 hot tub open year round","Monte Rio","CA","(MX),(MW)",1990,"Accommodations",NA,"","(707)","4/25/2023 9:36pm","20292 Hwy 116, Monte Rio, CA",-123.0082555,38.4686819,"20292 ca-116, monte rio, ca 95462, usa","Geocoded"
740,"Riverbend Campground & Trailer Park","11820 River Rd.","887-7662 camping tents & RV's","Forestville","CA","(MX),(MW),(SW)",1990,"Accommodations",NA,"","(707)","4/25/2023 9:36pm","11820 River Rd., Forestville, CA",-122.9416758,38.5045167,"11820 river rd, forestville, ca 95436, usa","Geocoded"
742,"Village Inn","20822 River Rd.","865-2304 bar, deck terrace restaurant open year round","Monte Rio","CA","(*),(MX),(MW),(SW)",1990,"Accommodations",NA,"","(707)","4/25/2023 9:36pm","20822 River Rd., Monte Rio, CA",-123.0088886,38.4654695,"monte rio, ca, usa","Geocoded"
744,"The Willows Guest House","15905 River Rd.","869-3279 continental breakfast boat rentals","Russian River","CA","(*)",1990,"Accommodations",NA,"","(707)","4/25/2023 9:36pm","15905 River Rd., Russian River, CA",-119.4179324,36.778261,"california, usa","Geocoded"
746,"Molly Brown's Saloon","14120 Old Cazadero Rd.","869-0511","Russian River","CA","(*),(MW),(CW),(F)",1990,"Bars",NA,"","(707)","4/25/2023 9:36pm","14120 Old Cazadero Rd., Russian River, CA",-123.0090034,38.4965572,"14120 old cazadero rd, guerneville, ca 95446, usa","Geocoded"
745,"Woods Resort","16881 Armstrong Woods Rd.","869-0111 rooms and cabins bar/restaurant","Russian River","CA","(*),(D),(E),(F),(SW)",1990,"Accommodations",NA,"","(707)","4/25/2023 9:36pm","16881 Armstrong Woods Rd., Russian River, CA",-123.0027566,38.5303025,"16881 armstrong woods rd, guerneville, ca 95446, usa","Geocoded"
749,"Coffee Bazaar","14045 Armstrong Woods Rd.","869-9706","Russian River","CA","(MX)",1990,"Restaurants & Cafes",NA,"","(707)","4/25/2023 9:36pm","14045 Armstrong Woods Rd., Russian River, CA",-122.9972353,38.5026474,"14045 armstrong woods rd, guerneville, ca 95446, usa","Geocoded"
748,"Burdon's","15405 River Rd.","869-2615 open Fri-Mon","Russian River","CA","(*)",1990,"Restaurants & Cafes",NA,"","(707)","4/25/2023 9:36pm","15405 River Rd., Russian River, CA",-119.4179324,36.778261,"california, usa","Geocoded"
747,"Rainbow Cattle Co","16220 Main St.","869-0206 6am-2am daily","Russian River","CA","(*),(LV)",1990,"Bars",NA,"","(707)","4/25/2023 9:36pm","16220 Main St., Russian River, CA",-123.011048270873,38.9116324986166,"russian river, california, usa","Geocoded"
750,"Hiding Place","9605 Old River Rd., Forestville","887-9506 'homecookin'","Forestville","CA","(MW)",1990,"Restaurants & Cafes",NA,"","(707)","4/25/2023 9:36pm","9605 Old River Rd., Forestville, Forestville, CA",-122.909567,38.502617,"9605 old river rd, forestville, ca 95436, usa","Geocoded"
752,"Russian River MCC","14520 Armstrong Woods Rd.","869-0552 worship Sun 12 noon","Russian River","CA","(MCC)",1990,"Religious Organizations",NA,"","(707)","4/25/2023 9:36pm","14520 Armstrong Woods Rd., Russian River, CA",-122.9962014,38.50879,"14520 armstrong woods rd, guerneville, ca 95446, usa","Geocoded"
751,"Little Bavaria Restaurant","17123 Hwy 116, Guernewood park","869-0121 hours vary, please call for current schedule","Russian River","CA","(*),(MX),(MW)",1990,"Restaurants & Cafes",NA,"","(707)","4/25/2023 9:36pm","17123 Hwy 116, Guernewood park, Russian River, CA",-123.0077521,38.4954739,"17123 ca-116, guerneville, ca 95446, usa","Geocoded"
756,"Lambda Community Center","1931 L St","442-0185 10am-8pm Mon-Thurs, 10am-7pm Fri","Sacramento","CA","",1990,"Info Lines & Services",NA,"","(916)","4/25/2023 9:36pm","1931 L St, Sacramento, CA",-121.4809631,38.5747604,"1931 l st, sacramento, ca 95811, usa","Geocoded"
